Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value,Value
CHEMBL5423994,,None,565.71,2,5.15,9,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3cccc(NC(=O)CCCCCCC(=O)NO)c3)CC1)C2,IC50,'=',1410,nM,5.85,,,UO_0000065,10.34,0.19,0.7,4.99,0,CHEMBL5326112,Inhibition of human HDAC2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5325405,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,1410
CHEMBL5425203,,None,565.71,2,5.15,10,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccc(NC(=O)CCCCCCC(=O)NO)cc3)CC1)C2,IC50,'=',710,nM,6.15,,,UO_0000065,10.87,0.2,1,5.25,0,CHEMBL5326112,Inhibition of human HDAC2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5325405,1,Scientific Literature,Eur J Med Chem,2023,None,,INHIBITOR,,710
CHEMBL5205385,,None,278.36,0,-0.13,28h,CCCNNC(=O)c1cnc(N2CCN(C)CC2)nc1,IC50,'=',2400,nM,5.62,,,UO_0000065,20.19,0.38,5.75,7.66,0,CHEMBL5153563,Inhibition of recombinant human HDAC2 using p53 (Ac-RHKK(Acetyl)-AMC) as substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence based analysis,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5150060,1,Scientific Literature,J Med Chem,2022,None,TIME = 0.5833 hr,INHIBITOR,,2.4
CHEMBL3656007,,None,330.34,0,1.71,BDBM139352,COc1ccc(C2(Nc3ncc(C(=O)NO)cn3)CC2)cc1OC,IC50,'=',49,nM,7.31,,274420,UO_0000065,22.13,0.42,5.6,6.92,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4846435,,None,325.37,0,1.86,1s; SW-101,NC(=O)c1ccc2c(c1)CCCN2Cc1ccc(C(=O)NO)cc1,IC50,'=',140,nM,6.85,,,UO_0000065,21.06,0.39,4.99,7.16,0,CHEMBL4823897,Inhibition of recombinant human HDAC2 using Ac-GAK(Ac)-AMC as substrate preincubated for 10 mins followed by substrate addition and measured after 30 mins by fluorescence-based assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4823254,1,Scientific Literature,J Med Chem,2021,None,TIME = 0.6667 hr,INHIBITOR,,140
CHEMBL3664035,,None,366.4,0,2.01,BDBM172768,Nc1ccc(F)cc1NC(=O)c1cnc2cc(N3CCNCC3)ccc2n1,IC50,'>',2000,nM,,,317767,UO_0000065,,,,,0,CHEMBL3707559,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3921621,,None,659.73,2,6.86,3,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(C(=O)NCCCCCCn2cccc(O)c2=S)c(F)c1,IC50,'=',3330,nM,5.48,,,UO_0000065,8.3,0.17,-1.38,5.39,0,CHEMBL3863623,Inhibition of HDAC2 (unknown origin) assessed as inhibition of fluorogenic peptide deacetylation,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3862016,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,3.33
CHEMBL3655935,,None,292.73,0,2.17,BDBM139276,Cc1cc(Cl)ccc1CNc1ncc(C(=O)NO)cn1,IC50,'=',248,nM,6.61,,274344,UO_0000065,22.57,0.45,4.44,7.58,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4227275,,None,320.32,0,1.62,16d,O=C(CCCCNC(=O)c1cc(-c2ccc(F)cc2)[nH]n1)NO,IC50,'=',883,nM,6.05,,,UO_0000065,18.9,0.36,4.43,5.65,0,CHEMBL4221574,Inhibition of full length recombinant human C-terminal His-tagged HDAC2 expressed in baculovirus infected sf9 cells using Boc-Lys-(Ac)-AMC as substrate preincubated for 15 mins followed by substrate addition measured after 60 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4219109,1,Scientific Literature,Bioorg Med Chem,2018,None,,,,0.883
CHEMBL4779167,,None,625.64,2,1.87,HD-TAC6; 7a,Nc1ccccc1NC(=O)c1ccc(NC(=O)CCCNC(=O)CNc2cccc3c2C(=O)N(C2CCC(=O)NC2=O)C3=O)cc1,IC50,'=',1500,nM,5.82,,,UO_0000065,9.31,0.17,3.95,2.79,0,CHEMBL4711176,Inhibition of recombinant human full-length C-terminal FLAG-tagged HDAC2 expressed in baculovirus infected Sf9 insect cells using Boc-Lys(epsilon-Ac)-AMC as substrate measured after 90 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4706593,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 1.5 hr,INHIBITOR,,1.5
CHEMBL343448,ROMIDEPSIN,4,540.71,1,1.43,52 FK-228,C/C=C1\NC(=O)[C@H]2CSSCC/C=C/[C@H](CC(=O)N[C@H](C(C)C)C(=O)N2)OC(=O)[C@H](C(C)C)NC1=O,IC50,'=',47,nM,7.33,,,UO_0000065,13.55,0.28,5.9,5.14,0,CHEMBL697298,Inhibitory concentration against human Histone deacetylase 2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1145900,1,Scientific Literature,J Med Chem,2003,None,,,,47
CHEMBL4781191,,None,457.55,0,2.96,Cpd F,CCC(=O)CCCCC[C@H](NC(=O)C1CN(C)C1)c1[nH]c(-c2ccc(F)cc2)nc1C(N)=O,IC50,'=',34.4,nM,7.46,,,UO_0000065,16.31,0.31,4.5,6.16,0,CHEMBL4669387,Inhibition of HDAC2 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4665726,1,Scientific Literature,Bioorg Med Chem Lett,2020,None,,INHIBITOR,,34.4
CHEMBL2178345,,None,294.31,0,2.11,C31,O=C(NO)c1cccc(-c2cn(Cc3ccccc3)nn2)c1,IC50,'=',65000,nM,4.19,,,UO_0000065,14.23,0.26,2.08,5.23,0,CHEMBL2185052,Inhibition of HDAC2 by fluorometric assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2176939,1,Scientific Literature,J Med Chem,2012,None,,,,65
CHEMBL481805,,None,385.43,0,3.31,25,Nc1ccccc1NC(=O)c1ccc(CNc2nccc(-c3ccn[nH]3)n2)cc1,IC50,'=',140,nM,6.85,,,UO_0000065,17.78,0.32,3.54,5.64,0,CHEMBL1036510,Inhibition of HDAC2,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1143305,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,0.14
CHEMBL2436595,,None,480.61,0,1.88,11,CC(C)[C@@H]1NC(=O)[C@]2(C)CSC(=N2)c2coc(n2)CNC(=O)C[C@@H](/C=C/CCS)OC1=O,IC50,'=',20,nM,7.7,,,UO_0000065,16.02,0.33,5.82,6.26,0,CHEMBL2437618,Inhibition of HDAC2 (unknown origin) using MAZ1600 and MAZ1675 as substrate assessed as fluorogenic release of 7-amino-4-methylcoumarin from substrate by optimized homogenous assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2434914,1,Scientific Literature,Bioorg Med Chem Lett,2013,None,,,,0.02
CHEMBL1914708,,None,440.47,0,4.47,3f,[N-]=[N+]=NCc1cc(Cn2cc(NC(=O)CCCCCCC(=O)NO)cn2)cc(N=[N+]=[N-])c1,IC50,'=',1000,nM,6,,,UO_0000065,13.62,0.26,1.53,3.1,0,CHEMBL1921153,Inhibition of human recombinant HDAC2 using fluorophore-conjugated substrate Boc-L-Lys(Ac)-AMC after 60 mins,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1914352,1,Scientific Literature,J Med Chem,2011,None,,,,1000
CHEMBL3353053,,None,288.31,0,0.6,9a,Cn1cccc1C(=O)N1CCn2cc(C(=O)NO)cc2C1,IC50,'=',39000,nM,4.41,,,UO_0000065,15.29,0.29,3.81,5.55,0,CHEMBL3388101,Inhibition of full length C-terminal 6x-His tagged human HDAC2 using Arg-His-Lys-Lys(Ac) substrate incubated for 2 hrs by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351349,1,Scientific Literature,Bioorg Med Chem Lett,2014,None,,,,39
CHEMBL1099078,,None,330.39,0,4.39,11,CC(=O)c1ccc(-c2ccc(N)c(NC(=O)c3ccccc3)c2)cc1,IC50,'=',3800,nM,5.42,,,UO_0000065,16.41,0.3,1.03,7.51,0,CHEMBL1116530,Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1158590,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,3.8
CHEMBL1095412,,None,318.38,0,4.2,10,COc1ccc(-c2ccc(N)c(NC(=O)c3ccccc3)c2)cc1,IC50,'=',140,nM,6.85,,,UO_0000065,21.53,0.39,2.65,10.65,0,CHEMBL1116530,Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1158590,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,0.14
CHEMBL1095096,,None,289.34,0,3.58,9,Nc1ccc(-c2ccncc2)cc1NC(=O)c1ccccc1,IC50,'=',270,nM,6.57,,,UO_0000065,22.7,0.41,2.99,9.66,0,CHEMBL1116530,Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1158590,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,0.27
CHEMBL1096398,,None,344.44,1,5.4,7,Nc1ccc(-c2cc3ccccc3s2)cc1NC(=O)c1ccccc1,IC50,'=',10000,nM,5,,,UO_0000065,14.52,0.27,-0.4,9.07,0,CHEMBL1116530,Inhibition of human recombinant HDAC2 preincubated for 24 hrs followed by 1 hr reaction with substrate by protease coupled end-point assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1158590,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,10
CHEMBL1097063,,None,328.37,0,4.93,19,Nc1ccc(-c2cc3ccccc3o2)cc1NC(=O)c1ccccc1,IC50,'=',10000,nM,5,,,UO_0000065,15.23,0.27,0.07,7.32,0,CHEMBL1116529,Inhibition of human recombinant HDAC2 preincubated for 1 hr with substrate by protease coupled end-point assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1158590,1,Scientific Literature,Bioorg Med Chem Lett,2010,None,,,,10
CHEMBL3655963,,None,358.3,0,3.1,BDBM139308,CC(C)(Nc1ncc(C(=O)NO)cn1)c1ccc(C(F)(F)F)cc1F,IC50,'=',1292,nM,5.89,,274376,UO_0000065,16.44,0.32,2.79,6.76,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1767031,,None,356.43,0,3.09,15,CNC(=O)/C(CCCCCCC(=O)Nc1cnc2ccccc2c1)=N\O,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL1767466,Inhibition of human HDAC2 using ArgHisLysLys(Ac) fluorogenic peptide as a substrate by fluorimetric assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1765034,1,Scientific Literature,J Med Chem,2011,None,,,,100
CHEMBL3655913,,None,307.31,0,2.4,BDBM139254,O=C(NO)c1cnc(Nc2cccc(-c3ccncc3)c2)nc1,IC50,'=',181,nM,6.74,,274322,UO_0000065,21.94,0.4,4.34,6.74,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3652233,,None,343.22,0,2.27,BDBM139237,O=C(NO)c1cnc(Nc2ccc([N+](=O)[O-])c(C(F)(F)F)c2)nc1,IC50,'=',631,nM,6.2,,274309,UO_0000065,18.06,0.35,3.93,4.76,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3652237,,None,264.67,0,1.99,BDBM139241,O=C(NO)c1cnc(Nc2cccc(Cl)c2)nc1,IC50,'=',161,nM,6.79,,274307,UO_0000065,25.67,0.52,4.8,7.8,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4762873,,None,329.36,0,4.25,6a,O=C(NO)c1ccc(Nc2c3ccccc3nc3ccccc23)cc1,IC50,'=',1570,nM,5.8,,,UO_0000065,17.62,0.32,1.55,7.82,0,CHEMBL4685853,Inhibition of recombinant human C-terminal His-tagged HDAC2 (1 to 488 residues) expressed in Sf9 insect cells using fluor de lys SIRT1 as substrate preincubated for 5 mins followed by substrate addition and measured after 30 mins by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4680220,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 0.5833 hr,INHIBITOR,,1.57
CHEMBL4747488,,None,354.33,0,2.58,7,O=C(NCCN1CCCC1)c1ccc(-c2noc(C(F)(F)F)n2)cc1,IC50,'=',26000,nM,4.58,,,UO_0000065,,,,,0,CHEMBL4689592,Inhibition of HDAC2 (unknown origin) using Ac-Arg-Gly-Lys(Ac) as substrate by fluorogenic assay,A,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4680373,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR,,26
CHEMBL4754717,,None,496.66,0,4.08,11,CCOc1ncc(-c2cnc([C@H](CCCCCC(=O)CC)NC(=O)[C@H]3CC34CCN(C)CC4)[nH]2)cn1,IC50,'=',749,nM,6.13,,,UO_0000065,12.33,0.23,2.05,5.42,0,CHEMBL4689534,Inhibition of HDAC2 (unknown origin) using compound purified by traditional preparative HPLC work-flow,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4680369,1,Scientific Literature,ACS Med Chem Lett,2021,None,,INHIBITOR,,749
CHEMBL3356927,,None,439.58,0,3.13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3356527,,None,377.51,0,2.13,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3338418,,None,361.4,0,2.63,32,O=C(NO)c1ccc2c(c1)C[C@H](Nc1nccc(-c3cccnc3)n1)CC2,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL3386356,Inhibition of HDAC2 (unknown origin) using fluorogenic peptide as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3351740,1,Scientific Literature,J Med Chem,2014,None,,,,100
CHEMBL513160,,None,290.32,0,2.53,1,O=C(CCCCOCc1cc(-c2ccccc2)on1)NO,IC50,'=',133,nM,6.88,,,UO_0000065,23.68,0.45,4.35,8.13,0,CHEMBL976442,Inhibition of HDAC2 after 17 hrs,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1155917,1,Scientific Literature,J Med Chem,2008,None,,,,133
CHEMBL5282033,,None,289.38,0,2.71,168,O=C(CCCCCCNCc1cc2ccccc2[nH]1)NO,IC50,'=',260,nM,6.58,,,UO_0000065,22.76,0.43,3.88,8.54,0,CHEMBL5234190,Inhibition of human recombinant HDAC2 expressed in baculovirus by using Boc-L-Lys(Ac)-AMC as substrate measured after 24 hrs by fluorescence based analysis,B,BAO_0000019,assay format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5233233,1,Scientific Literature,Eur J Med Chem,2020,None,TIME = 24.0 hr,INHIBITOR,,260
CHEMBL4741281,,None,459.59,1,6.27,187,Cc1ccc(Cc2cn(CCCCCCC(=O)NO)c3ccc(-c4c(C)noc4C)cc23)cc1,IC50,'=',438,nM,6.36,,,UO_0000065,13.84,0.26,0.09,7.92,0,CHEMBL5234197,Inhibition of human HDAC2 using human HeLa cell nuclear extract at 1 uM measured after 60 mins by fluorescence assay,B,BAO_0000220,subcellular format,Homo sapiens,None,None,HeLa,Nucleus,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL5233233,1,Scientific Literature,Eur J Med Chem,2020,None,DOSE = 1.0 microM | TIME = 1.0 hr,INHIBITOR,,438
CHEMBL2170017,,None,678.88,2,2.9,11,CCC(=O)CCCCC[C@@H]1NC(=O)[C@H](CCCNC(=N)N)NC(=O)CCN(CC=C(C)C)C(=O)CN(CCc2c[nH]c3ccccc23)C1=O,IC50,'=',1200,nM,5.92,,,UO_0000065,8.72,0.17,3.02,3.06,0,CHEMBL2174389,Inhibition of human recombinant HDAC2 using Ac-Lys(Ac)-7-amino-4-methylcoumarin as substrate after 30 mins by trypsin-coupled fluorogenic assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL2169795,1,Scientific Literature,ACS Med Chem Lett,2012,None,,,,1200
CHEMBL3827894,,None,492.5,1,-0.22,10s,CN(Cc1nc2c(N3CCOCC3)nc(-c3cnc(N)nc3)nc2n1C)c1ncc(C(=O)NO)cn1,IC50,'=',2.62,nM,8.58,,,UO_0000065,17.42,0.33,8.8,4.61,0,CHEMBL3829032,Inhibition of full length human recombinant HDAC2 expressed in baculovirus infected insect Sf9 cells using Ac-peptide-AMC as substrate assessed as release of AMC preincubated for 15 mins followed by substrate addition measured after 1 hr by fluorescence assay,B,BAO_0000219,cell-based format,Homo sapiens,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3826921,1,Scientific Literature,J Med Chem,2016,CHEMBL3308860,,,,2.62
CHEMBL3652234,,None,299.12,0,2.65,BDBM139238,O=C(NO)c1cnc(Nc2cc(Cl)ccc2Cl)nc1,IC50,'=',453,nM,6.34,,274310,UO_0000065,21.21,0.46,3.69,7.28,0,CHEMBL3707557,Enzyme Assay: Compounds for testing were diluted in DMSO to 50 fold the final concentration and a ten point three fold dilution series was made. The compounds were diluted in assay buffer (50 mM HEPES,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL4168150,,None,513.55,1,2.76,10e,COc1cccc(-n2nc(C(=O)NCCCCCC(=O)NO)nc2-c2cc(OC)c(OC)c(OC)c2)c1,IC50,'=',232,nM,6.63,,,UO_0000065,12.92,0.24,3.87,4.54,0,CHEMBL4147378,Inhibition of HDAC2 in human HeLa cells after 72 hrs by ELISA,B,BAO_0000219,cell-based format,Homo sapiens,None,None,HeLa,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL4145499,1,Scientific Literature,Eur J Med Chem,2018,None,,,,0.232
CHEMBL3926959,,None,621.62,2,6.15,14,CC1(C)C(=O)N(c2ccc(C#N)c(C(F)(F)F)c2)C(=S)N1c1ccc(Cn2ccc3cc(/C=C/C(=O)NO)ccc32)c(F)c1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL3863623,Inhibition of HDAC2 (unknown origin) assessed as inhibition of fluorogenic peptide deacetylation,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3862016,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,100
CHEMBL3675765,,None,420.51,0,4.65,BDBM124207,O=C(CCCCCCN(c1ccccn1)c1cc(OCc2ccccc2)ccn1)NO,IC50,'=',612,nM,6.21,,253392,UO_0000065,14.78,0.27,1.56,7.09,0,CHEMBL3707494,In Vitro Assay: In vitro HDAC assays were performed using a HDAC fluorescent activity assay kit (Biomol,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL490018,,None,316.4,0,2.83,21,CC(/C=C/c1ccccc1)=C\C(=O)NCCCCCC(=O)NO,IC50,'=',3.1,nM,8.51,,,UO_0000065,26.89,0.51,5.68,10.85,0,CHEMBL960365,Inhibition of human recombinant HDAC2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1137690,1,Scientific Literature,Eur J Med Chem,2009,None,,,,3.1
CHEMBL3759921,,None,367.45,0,3.65,9c,O=C(CCCCCCC(=O)N/N=C/c1ccc(-c2ccccc2)cc1)NO,IC50,'=',1,nM,9,,,UO_0000065,24.49,0.46,5.35,9.91,0,CHEMBL3761792,Inhibition of human recombinant HDAC2 using acetyllysine tripeptide coupled with 7-amino-4-methylcoumarin as substrate by fluorescence assay,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL3758132,1,Scientific Literature,Bioorg Med Chem Lett,2016,None,,,,1
CHEMBL507592,,None,295.34,0,1.57,13,O=C(CCCCc1cc(C(=O)NO)no1)NC1CCCC1,IC50,'>',30000,nM,,,,UO_0000065,,,,,0,CHEMBL971413,Inhibition of human recombinant HDAC2,B,BAO_0000357,single protein format,Homo sapiens,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1136917,1,Scientific Literature,Bioorg Med Chem Lett,2009,None,,,,30000
CHEMBL1800381,,None,198.25,0,1.17,28,CC(=O)CSc1nc(C)cc(O)n1,IC50,'>',100000,nM,,,,UO_0000065,,,,,0,CHEMBL1804891,Inhibition of recombinant HDAC2 assessed as inhibition of fluorogenic aminocoumarin release from substrate by trypsin-coupled biochemical assay,B,BAO_0000357,single protein format,None,None,None,None,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1800036,1,Scientific Literature,Bioorg Med Chem Lett,2011,None,,,,100
CHEMBL389687,,None,502.62,1,4.65,1,N[C@@H](Cc1ccccc1)C(=O)Nc1ccccc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,IC50,'=',156,nM,6.81,,,UO_0000065,13.54,0.25,2.16,5.1,0,CHEMBL889422,Inhibition of His-tagged HDAC2 expressed in Sf9 cells by fluorescence-based assay,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1145385,1,Scientific Literature,J Med Chem,2007,CHEMBL3308860,,,,156
CHEMBL389688,,None,541.65,3,5.13,8,N[C@@H](Cc1c[nH]c2ccccc12)C(=O)Nc1ccccc1-c1ccc(NC(=O)CCCCCCC(=O)NO)cc1,IC50,'=',167,nM,6.78,,,UO_0000065,12.51,0.23,1.65,4.54,0,CHEMBL889422,Inhibition of His-tagged HDAC2 expressed in Sf9 cells by fluorescence-based assay,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1145385,1,Scientific Literature,J Med Chem,2007,CHEMBL3308860,,,,167
CHEMBL227118,,None,323.44,0,2.32,3,O=C(CCCCCNC(=O)NC12CC3CC(CC(C3)C1)C2)NO,IC50,'=',1050,nM,5.98,,,UO_0000065,18.49,0.36,3.66,6.61,0,CHEMBL889422,Inhibition of His-tagged HDAC2 expressed in Sf9 cells by fluorescence-based assay,B,BAO_0000219,cell-based format,None,None,None,Sf9,None,,,,CHEMBL1937,Histone deacetylase 2,Homo sapiens,SINGLE PROTEIN,CHEMBL1145385,1,Scientific Literature,J Med Chem,2007,CHEMBL3308860,,,,1050
